t,count
1513092326,-58
1513093226,-118
1513094126,-178
1513095026,-237
1513095926,-296
1513096826,-355
1513097726,-415
1513098626,-474
1513099526,-532
1513100426,-592
1513101326,-652
1513102226,-712
1513103126,-772
1513104026,-831
1513104926,-891
1513112600,-50
1513113500,-110
1513114400,-170
1513115300,-230
1513116200,-290
1513117100,-350
1513118000,-409
1513118900,-469
1513119800,-529
1513120700,-589
1513121600,-649
1513122500,-709
1513123400,-769
1513124300,-829
1513125200,-889
1513126100,-949
1513127000,-1009
1513127900,-1069
1513128800,-1127
1513129700,-1187
1513130600,-1247
1513131500,-1307
1513132400,-1366
1513133300,-1426
1513134200,-1486
1513135100,-1546
1513136000,-1605
1513136900,-1665
1513137800,-1725
1513138700,-1785
1513139600,-1845
1513140500,-1905
1513141400,-1965
1513142300,-2025
1513143200,-2085
1513144100,-2145
1513145000,-2205
1513145900,-2264
1513146800,-2324
1513147700,-2381
1513148600,-2441
1513149500,-2501
1513150400,-2561
1513151300,-2621
1513152200,-2681
1513153100,-2741
1513154000,-2801
1513154900,-2861
1513155800,-2921
1513156700,-2981
1513157583,-3041
1513158483,-3101
1513159383,-3161
1513160283,-3220
1513161183,-3280
1513162083,-3340
1513162983,-3399
1513163883,-3459
1513164783,-3519
1513165683,-3579
1513166583,-3639
1513167483,-3699
1513168383,-3759
1513169283,-3819
1513170183,-3879
1513171083,-3939
1513171983,-3999
1513172883,-4059
1513173783,-4119
1513174683,-4178
1513175583,-4238
1513176483,-4298
1513177383,-4358
1513178283,-4418
1513179183,-4478
1513180083,-4538
1513180983,-4598
1513181883,-4658
1513182783,-4718
1513183683,-4777
1513184583,-4837
1513185483,-4897
1513186383,-4957
1513187283,-5017
1513188183,-5077
1513189083,-5137
1513189983,-5197
1513190883,-5257
1513191783,-5317
1513192683,-5377
1513193583,-5436
1513194483,-5495
1513195383,-5555
1513196283,-5614
1513200342,-36
1513201242,-73
1513202142,-110
1513203042,-147
1513203942,-184
1513204842,-221
1513205742,-258
1513206642,-295
1513207542,-332
1513208442,-369
1513209342,-406
1513210242,-442
1513211142,-479
1513212042,-516
1513212942,-553
1513213842,-591
1513214742,-628
1513215642,-665
1513216542,-702
1513217442,-738
1513218342,-775
1513219242,-812
1513220142,-849
1513221042,-886
1513221942,-922
1513222842,-958
1513223742,-995
1513224642,-1032
1513225542,-1069
1513226442,-1106
1513227342,-1143
1513228242,-1179
1513229142,-1217
1513230042,-1254
1513230942,-1290
1513231842,-1328
1513232742,-1365
1513233642,-1402
1513234542,-1439
1513235442,-1476
1513236342,-1513
1513237242,-1550
1513238142,-1587
1513239042,-1624
1513239942,-1661
1513240842,-1698
1513241742,-1738
1513243476,-1831
1513244376,-1836
1513245276,-1871
1513246176,-1908
1513247075,-1945
1513247975,-1982
1513248875,-2019
1513249775,-2075
1513250675,-2134
1513251575,-2194
1513252473,-2254
1513253373,-2314
1513254273,-2373
1513255173,-2433
1513256073,-2493
1513256973,-2552
1513257873,-2612
1513258773,-2672
1513259673,-2732
1513260573,-2791
1513261473,-2851
1513262373,-2911
1513263273,-2971
1513264175,-3030
1513265075,-3090
1513265975,-3150
1513269402,-60
1513270302,-115
1513271202,-175
1513272102,-235
1513273002,-295
1513273902,-355
1513274802,-415
1513275702,-475
1513276602,-535
1513277502,-595
1513278402,-655
1513279302,-715
1513280202,-775
1513281102,-835
1513282002,-895
1513282902,-955
1513283802,-1015
1513284702,-1075
1513285602,-1134
1513286502,-1194
1513287402,-1253
1513288302,-1313
1513289202,-1373
1513290102,-1432
1513291002,-1492
1513291902,-1552
1513292802,-1612
1513293702,-1670
1513294602,-1729
1513295502,-1789
1513296402,-1849
1513297302,-1909
1513298202,-1967
1513299102,-2027
1513300002,-2087
1513300902,-2144
1513301802,-2204
1513302702,-2263
1513303602,-2323
1513304502,-2383
1513305402,-2442
1513306302,-2502
1513307202,-2562
1513308102,-2622
1513309002,-2682
1513309902,-2742
1513310802,-2801
1513311702,-2861
1513312602,-2921
1513313502,-2981
1513314402,-3041
1513315302,-3101
1513316202,-3161
1513317102,-3221
1513318002,-3280
1513318902,-3340
1513319802,-3400
1513320702,-3459
1513321602,-3519
1513322502,-3579
1513323402,-3638
1513324302,-3698
1513325202,-3758
1513326102,-3818
1513327002,-3878
1513327902,-3938
1513328802,-3998
1513329702,-4058
1513330602,-4118
1513331502,-4178
1513332402,-4238
1513333302,-4298
1513334202,-4358
1513335102,-4418
1513336002,-4478
1513336902,-4537
1513337802,-4597
1513338702,-4657
1513339602,-4717
1513340502,-4776
1513341402,-4836
1513342302,-4896
1513343202,-4956
1513344102,-5015
1513345002,-5075
1513345902,-5135
1513346802,-5195
1513347702,-5255
1513348602,-5315
1513349502,-5375
1513350402,-5435
1513351302,-5495
1513352202,-5555
1513353102,-5614
1513354002,-5674
1513354902,-5734
1513355802,-5794
1513356702,-5854
1513357602,-5913
1513358502,-5973
1513359402,-6033
1513360302,-6092
1513361202,-6152
1513362102,-6212
1513363002,-6272
1513363902,-6331
1513364802,-6391
1513365702,-6451
1513366602,-6511
1513367502,-6571
1513368402,-6631
1513369302,-6691
1513370202,-6750
1513371102,-6810
1513372002,-6870
1513372902,-6930
1513373802,-6990
1513374702,-7050
1513375602,-7109
1513376502,-7169
1513377402,-7229
1513378302,-7289
1513379202,-7349
1513380102,-7408
